"KOs","id","Description","cor","p.value","p.adjust","Z_score","type"
"Q04206","hsa05166","Human T-cell leukemia virus 1 infection",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa04613","Neutrophil extracellular trap formation",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa04071","Sphingolipid signaling pathway",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa04620","Toll-like receptor signaling pathway",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa04010","MAPK signaling pathway",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa05171","Coronavirus disease",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa01523","Antifolate resistance",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa05120","Epithelial cell signaling in Helicobacter pylori infection",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa05203","Viral carcinogenesis",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa04151","PI3K-Akt signaling pathway",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa05142","Chagas disease",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa05164","Influenza A",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa04064","NF-kappa B signaling pathway",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa04380","Osteoclast differentiation",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa04920","Adipocytokine signaling pathway",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa05133","Pertussis",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa05022","Pathways of neurodegeneration - multiple diseases",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q04206","hsa05221","Acute myeloid leukemia",0.320540499970303,0.0368363391128614,0.0495125777453514,1.64959814095365,"Enriched"
"Q9Y6K9","hsa05167","Kaposi sarcoma-associated herpesvirus infection",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04620","Toll-like receptor signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04210","Apoptosis",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05010","Alzheimer disease",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05417","Lipid and atherosclerosis",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05120","Epithelial cell signaling in Helicobacter pylori infection",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04658","Th1 and Th2 cell differentiation",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04623","Cytosolic DNA-sensing pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04010","MAPK signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04151","PI3K-Akt signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05164","Influenza A",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05142","Chagas disease",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04920","Adipocytokine signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05169","Epstein-Barr virus infection",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04380","Osteoclast differentiation",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04625","C-type lectin receptor signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04062","Chemokine signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04657","IL-17 signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05165","Human papillomavirus infection",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05170","Human immunodeficiency virus 1 infection",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05162","Measles",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05221","Acute myeloid leukemia",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa01523","Antifolate resistance",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04668","TNF signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05168","Herpes simplex virus 1 infection",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04660","T cell receptor signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05135","Yersinia infection",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05160","Hepatitis C",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04064","NF-kappa B signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05171","Coronavirus disease",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04936","Alcoholic liver disease",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05203","Viral carcinogenesis",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05132","Salmonella infection",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05161","Hepatitis B",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05166","Human T-cell leukemia virus 1 infection",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05215","Prostate cancer",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05145","Toxoplasmosis",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04621","NOD-like receptor signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04659","Th17 cell differentiation",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05220","Chronic myeloid leukemia",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05222","Small cell lung cancer",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05208","Chemical carcinogenesis - reactive oxygen species",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05418","Fluid shear stress and atherosclerosis",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05163","Human cytomegalovirus infection",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05130","Pathogenic Escherichia coli infection",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04622","RIG-I-like receptor signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05200","Pathways in cancer",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05131","Shigellosis",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04014","Ras signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa04662","B cell receptor signaling pathway",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"Q9Y6K9","hsa05212","Pancreatic cancer",0.771069774122113,1.20749375948092e-07,5.29144550133192e-07,4.88047820445467,"Enriched"
"P07992","hsa03420","Nucleotide excision repair",-0.351560548354526,0.0242420996884363,0.0339500525106228,-1.82566920164334,"Depleted"
"P07992","hsa01524","Platinum drug resistance",-0.351560548354526,0.0242420996884363,0.0339500525106228,-1.82566920164334,"Depleted"
"P07992","hsa03460","Fanconi anemia pathway",-0.351560548354526,0.0242420996884363,0.0339500525106228,-1.82566920164334,"Depleted"
"P52701","hsa05210","Colorectal cancer",0.700166806386746,4.08248791205398e-06,1.17344091396874e-05,4.22904233669011,"Enriched"
"P52701","hsa01524","Platinum drug resistance",0.700166806386746,4.08248791205398e-06,1.17344091396874e-05,4.22904233669011,"Enriched"
"P52701","hsa03430","Mismatch repair",0.700166806386746,4.08248791205398e-06,1.17344091396874e-05,4.22904233669011,"Enriched"
"P52701","hsa05200","Pathways in cancer",0.700166806386746,4.08248791205398e-06,1.17344091396874e-05,4.22904233669011,"Enriched"
"P98170","hsa05207","Chemical carcinogenesis - receptor activation",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P98170","hsa04668","TNF signaling pathway",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P98170","hsa04215","Apoptosis - multiple species",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P98170","hsa05222","Small cell lung cancer",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P98170","hsa05166","Human T-cell leukemia virus 1 infection",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P98170","hsa04210","Apoptosis",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P98170","hsa04120","Ubiquitin mediated proteolysis",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P98170","hsa05200","Pathways in cancer",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P98170","hsa04510","Focal adhesion",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P98170","hsa01524","Platinum drug resistance",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P98170","hsa04217","Necroptosis",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P98170","hsa04064","NF-kappa B signaling pathway",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P98170","hsa04621","NOD-like receptor signaling pathway",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P98170","hsa05145","Toxoplasmosis",-0.632218128973686,5.18650643503339e-05,0.000116018242796223,-3.68131240268649,"Depleted"
"P40692","hsa05213","Endometrial cancer",-0.0901058548303618,0.311912760765211,0.333512719448201,-0.430233990230987,"Depleted"
"P40692","hsa05200","Pathways in cancer",-0.0901058548303618,0.311912760765211,0.333512719448201,-0.430233990230987,"Depleted"
"P40692","hsa01524","Platinum drug resistance",-0.0901058548303618,0.311912760765211,0.333512719448201,-0.430233990230987,"Depleted"
"P40692","hsa03460","Fanconi anemia pathway",-0.0901058548303618,0.311912760765211,0.333512719448201,-0.430233990230987,"Depleted"
"P40692","hsa05210","Colorectal cancer",-0.0901058548303618,0.311912760765211,0.333512719448201,-0.430233990230987,"Depleted"
"P40692","hsa05226","Gastric cancer",-0.0901058548303618,0.311912760765211,0.333512719448201,-0.430233990230987,"Depleted"
"P40692","hsa03430","Mismatch repair",-0.0901058548303618,0.311912760765211,0.333512719448201,-0.430233990230987,"Depleted"
"P43246","hsa03430","Mismatch repair",0.655852451552142,2.30100963646647e-05,5.59171489498132e-05,3.86336808443995,"Enriched"
"P43246","hsa05210","Colorectal cancer",0.655852451552142,2.30100963646647e-05,5.59171489498132e-05,3.86336808443995,"Enriched"
"P43246","hsa01524","Platinum drug resistance",0.655852451552142,2.30100963646647e-05,5.59171489498132e-05,3.86336808443995,"Enriched"
"P43246","hsa05200","Pathways in cancer",0.655852451552142,2.30100963646647e-05,5.59171489498132e-05,3.86336808443995,"Enriched"
"P20585","hsa05200","Pathways in cancer",-0.512569370920255,0.00135235164878271,0.00235889396486282,-2.82569692154509,"Depleted"
"P20585","hsa05210","Colorectal cancer",-0.512569370920255,0.00135235164878271,0.00235889396486282,-2.82569692154509,"Depleted"
"P20585","hsa03430","Mismatch repair",-0.512569370920255,0.00135235164878271,0.00235889396486282,-2.82569692154509,"Depleted"
"P20585","hsa01524","Platinum drug resistance",-0.512569370920255,0.00135235164878271,0.00235889396486282,-2.82569692154509,"Depleted"
"Q13315","hsa04064","NF-kappa B signaling pathway",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"Q13315","hsa04110","Cell cycle",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"Q13315","hsa05170","Human immunodeficiency virus 1 infection",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"Q13315","hsa05202","Transcriptional misregulation in cancer",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"Q13315","hsa03440","Homologous recombination",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"Q13315","hsa01524","Platinum drug resistance",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"Q13315","hsa05166","Human T-cell leukemia virus 1 infection",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"Q13315","hsa05165","Human papillomavirus infection",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"Q13315","hsa04115","p53 signaling pathway",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"Q13315","hsa05131","Shigellosis",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"Q13315","hsa04068","FoxO signaling pathway",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"Q13315","hsa05206","MicroRNAs in cancer",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"Q13315","hsa04218","Cellular senescence",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"Q13315","hsa04210","Apoptosis",-0.0192028870949951,0.458459487353561,0.464541868611983,-0.0889977009791404,"Depleted"
"P55957","hsa05164","Influenza A",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05014","Amyotrophic lateral sclerosis",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05169","Epstein-Barr virus infection",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05152","Tuberculosis",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa04071","Sphingolipid signaling pathway",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05416","Viral myocarditis",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa04217","Necroptosis",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05417","Lipid and atherosclerosis",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05161","Hepatitis B",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa01524","Platinum drug resistance",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05010","Alzheimer disease",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa04210","Apoptosis",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05022","Pathways of neurodegeneration - multiple diseases",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05200","Pathways in cancer",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa04215","Apoptosis - multiple species",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05160","Hepatitis C",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05168","Herpes simplex virus 1 infection",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa04932","Non-alcoholic fatty liver disease",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa04115","p53 signaling pathway",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05167","Kaposi sarcoma-associated herpesvirus infection",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05162","Measles",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05170","Human immunodeficiency virus 1 infection",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa04650","Natural killer cell mediated cytotoxicity",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P55957","hsa05163","Human cytomegalovirus infection",0.265886129007625,0.0706641091646287,0.0890746816672905,1.34647504432538,"Enriched"
"P11388","hsa01524","Platinum drug resistance",0.552452290271399,0.000521657075038178,0.000978564609622059,3.09666195147678,"Enriched"
"Q02880","hsa01524","Platinum drug resistance",0.14476022579304,0.21462249035527,0.241499708300314,0.701486564218396,"Enriched"
"P23025","hsa01524","Platinum drug resistance",-0.685395354775211,7.50880958765202e-06,2.03132059496445e-05,-4.10388804537341,"Depleted"
"P23025","hsa03420","Nucleotide excision repair",-0.685395354775211,7.50880958765202e-06,2.03132059496445e-05,-4.10388804537341,"Depleted"
"P42574","hsa05210","Colorectal cancer",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa04115","p53 signaling pathway",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05222","Small cell lung cancer",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05168","Herpes simplex virus 1 infection",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa04623","Cytosolic DNA-sensing pathway",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05130","Pathogenic Escherichia coli infection",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05167","Kaposi sarcoma-associated herpesvirus infection",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05120","Epithelial cell signaling in Helicobacter pylori infection",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05169","Epstein-Barr virus infection",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05161","Hepatitis B",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05162","Measles",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05020","Prion disease",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05170","Human immunodeficiency virus 1 infection",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05012","Parkinson disease",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05022","Pathways of neurodegeneration - multiple diseases",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05200","Pathways in cancer",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa04668","TNF signaling pathway",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05146","Amoebiasis",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa04726","Serotonergic synapse",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05014","Amyotrophic lateral sclerosis",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05163","Human cytomegalovirus infection",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05134","Legionellosis",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05132","Salmonella infection",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05133","Pertussis",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05417","Lipid and atherosclerosis",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05016","Huntington disease",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa04148","Efferocytosis",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa04932","Non-alcoholic fatty liver disease",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05205","Proteoglycans in cancer",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05010","Alzheimer disease",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05206","MicroRNAs in cancer",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa04010","MAPK signaling pathway",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05152","Tuberculosis",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa04657","IL-17 signaling pathway",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05165","Human papillomavirus infection",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05145","Toxoplasmosis",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05203","Viral carcinogenesis",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa04210","Apoptosis",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05416","Viral myocarditis",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa04215","Apoptosis - multiple species",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa04933","AGE-RAGE signaling pathway in diabetic complications",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa04650","Natural killer cell mediated cytotoxicity",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05160","Hepatitis C",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa05164","Influenza A",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa04936","Alcoholic liver disease",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"P42574","hsa01524","Platinum drug resistance",-0.584949483816775,0.000218877010858335,0.000441157858360558,-3.32559012082027,"Depleted"
"Q14790","hsa04215","Apoptosis - multiple species",-0.135897354826119,0.229159727591734,0.255238582007773,-0.658094882528519,"Depleted"
"Q14790","hsa05016","Huntington disease",-0.135897354826119,0.229159727591734,0.255238582007773,-0.658094882528519,"Depleted"
"Q14790","hsa05152","Tuberculosis",-0.135897354826119,0.229159727591734,0.255238582007773,-0.658094882528519,"Depleted"
"Q14790","hsa05162","Measles",-0.135897354826119,0.229159727591734,0.255238582007773,-0.658094882528519,"Depleted"
"Q14790","hsa05165","Human papillomavirus infection",-0.135897354826119,0.229159727591734,0.255238582007773,-0.658094882528519,"Depleted"
"Q14790","hsa05132","Salmonella infection",-0.135897354826119,0.229159727591734,0.255238582007773,-0.658094882528519,"Depleted"
"Q14790","hsa05167","Kaposi sarcoma-associated herpesvirus infection",-0.135897354826119,0.229159727591734,0.255238582007773,-0.658094882528519,"Depleted"
"Q14790","hsa05145","Toxoplasmosis",-0.135897354826119,0.229159727591734,0.255238582007773,-0.658094882528519,"Depleted"
"Q14790","hsa05161","Hepatitis B",-0.135897354826119,0.229159727591734,0.255238582007773,-0.658094882528519,"Depleted"
"Q14790","hsa05168","Herpes simplex virus 1 infection",-0.135897354826119,0.229159727591734,0.255238582007773,-0.658094882528519,"Depleted"
"Q14790","hsa05417","Lipid and atherosclerosis",-0.135897354826119,0.229159727591734,0.255238582007773,-0.658094882528519,"Depleted"
"Q14790","hsa05142","Chagas disease",-0.135897354826119,0.229159727591734,0.255238582007773,-0.658094882528519,"Depleted"
